id,date_of_accident_gpt-5-mini,date_of_accident_grok-4-fast-non-reasoning,date_of_accident_DeepSeek-R1-0528,date_of_accident_final_value,date_of_accident_confidence,num_people_involved_gpt-5-mini,num_people_involved_grok-4-fast-non-reasoning,num_people_involved_DeepSeek-R1-0528,num_people_involved_final_value,num_people_involved_confidence,num_drivers_gpt-5-mini,num_drivers_grok-4-fast-non-reasoning,num_drivers_DeepSeek-R1-0528,num_drivers_final_value,num_drivers_confidence,driver_ages_gpt-5-mini,driver_ages_grok-4-fast-non-reasoning,driver_ages_DeepSeek-R1-0528,driver_ages_final_value,driver_ages_confidence,driver_genders_gpt-5-mini,driver_genders_grok-4-fast-non-reasoning,driver_genders_DeepSeek-R1-0528,driver_genders_final_value,driver_genders_confidence,injury_severities_gpt-5-mini,injury_severities_grok-4-fast-non-reasoning,injury_severities_DeepSeek-R1-0528,injury_severities_final_value,injury_severities_confidence,num_vehicles_involved_gpt-5-mini,num_vehicles_involved_grok-4-fast-non-reasoning,num_vehicles_involved_DeepSeek-R1-0528,num_vehicles_involved_final_value,num_vehicles_involved_confidence,vehicle_types_gpt-5-mini,vehicle_types_grok-4-fast-non-reasoning,vehicle_types_DeepSeek-R1-0528,vehicle_types_final_value,vehicle_types_confidence,road_conditions_gpt-5-mini,road_conditions_grok-4-fast-non-reasoning,road_conditions_DeepSeek-R1-0528,road_conditions_final_value,road_conditions_confidence,human_factors_gpt-5-mini,human_factors_grok-4-fast-non-reasoning,human_factors_DeepSeek-R1-0528,human_factors_final_value,human_factors_confidence,infrastructure_gpt-5-mini,infrastructure_grok-4-fast-non-reasoning,infrastructure_DeepSeek-R1-0528,infrastructure_final_value,infrastructure_confidence,road_name_gpt-5-mini,road_name_grok-4-fast-non-reasoning,road_name_DeepSeek-R1-0528,road_name_final_value,road_name_confidence,locality_gpt-5-mini,locality_grok-4-fast-non-reasoning,locality_DeepSeek-R1-0528,locality_final_value,locality_confidence
1808,2025-04-15 08:50:00+00:00,2025-04-15 08:50:00+00:00,2025-04-15 08:50:00+00:00,2025-04-15 08:50:00+00:00,1,3,3,3,3,1,2,3,3,3,0.67,"[53, 52]","[36, 53, 52]","[36, 53, 52]","[36, 53, 52]","['0.67', '0.67', '0.67']","['male', 'male']","['male', 'male', 'male']","['male', 'male', 'male']","['male', 'male', 'male']","['1.00', '1.00', '0.67']","['grievous', 'none', 'none']","['grievous', 'none', 'none']","['grievous', 'none', 'none']","['grievous', 'none', 'none']","['1.00', '1.00', '1.00']",3,3,3,3,1,"['motorcycle', 'car', 'van']","['motorcycle', 'car', 'van']","['motorcycle', 'car', 'van']","['motorcycle', 'car', 'van']","['1.00', '1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Triq Aldo Moro,Triq Aldo Moro,Triq Aldo Moro,Triq Aldo Moro,1,Marsa,Marsa,Marsa,Marsa,1
1856,2025-04-13 15:15:00+00:00,2025-04-13 15:15:00+00:00,2025-04-13 15:15:00+00:00,2025-04-13 15:15:00+00:00,1,6,6,6,6,1,2,2,2,2,1,"[39, 81]","[39, 81]","[39, 81]","[39, 81]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '1.00']","['slight', 'slight', 'slight', 'slight', 'slight', 'serious']","['slight', 'slight', 'slight', 'slight', 'slight', 'serious']","['slight', 'slight', 'slight', 'slight', 'slight', 'grievous']","['slight', 'slight', 'slight', 'slight', 'slight', 'serious']","['1.00', '1.00', '1.00', '1.00', '1.00', '0.67']",2,2,2,2,1,"['bus', 'car']","['bus', 'car']","['bus', 'car']","['bus', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Coast Road,Coast Road,Coast Road,Coast Road,1,,,,,0
1860,2025-04-14 17:45:00+00:00,2025-04-14 17:45:00+00:00,2025-04-14 17:45:00+00:00,2025-04-14 17:45:00+00:00,1,2,2,2,2,1,2,2,2,2,1,"[41, 36]","[41, 36]","[41, 36]","[41, 36]","['1.00', '1.00']","['male', 'female']","['male', 'female']","['male', 'female']","['male', 'female']","['1.00', '1.00']","['grievous', 'none']","['grievous', 'none']","['grievous', '']","['grievous', 'none']","['1.00', '0.67']",2,2,2,2,1,"['car', 'car']","['car', 'car']","['car', 'car']","['car', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Birzebbuga,Triq Birzebbuga,Triq Birzebbuga,Triq Birzebbuga,1,Birzebbuga,Birzebbuga,Birzebbuga,Birzebbuga,1
1967,2025-04-07 20:45:00+00:00,2025-04-07 20:45:00+00:00,,2025-04-07 20:45:00+00:00,0.67,2,2,,2,0.67,2,2,,2,0.67,"[25, 41]","[41, 25]",,"[25, 41]","['0.33', '0.33']","['male', 'male']","['male', 'male']",,"['male', 'male']","['0.67', '0.67']","['grievous', 'none']","['serious', 'none']",,"['grievous', 'none']","['0.33', '0.67']",2,2,,2,0.67,"['car', 'motorcycle']","['motorcycle', 'car']",,"['car', 'motorcycle']","['0.33', '0.33']",[],['dry'],,['dry'],['0.33'],[],[],,[],[],[],['highway'],,['highway'],['0.33'],Triq Buqana,Triq Buqana,,Triq Buqana,0.67,Rabat,Rabat,,Rabat,0.67
1989,2025-04-06 08:30:00+00:00,2025-04-06 08:30:00+00:00,,2025-04-06 08:30:00+00:00,0.67,2,2,1,2,0.67,2,2,2,2,1,"[31, 19]","[31, 19]","[31, 19]","[31, 19]","['1.00', '1.00']","['male', 'female']","['male', 'female']","['male', 'female']","['male', 'female']","['1.00', '1.00']","['grievous', 'none']","['serious', 'none']","['grievous', 'none']","['grievous', 'none']","['0.67', '1.00']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Zafran,Triq Zafran,Triq Zafran,Triq Zafran,1,Attard,Attard,Attard,Attard,1
2080,2025-04-01 09:00:00+00:00,2025-04-01 09:00:00+00:00,,2025-04-01 09:00:00+00:00,0.67,2,2,,2,0.67,1,1,,1,0.67,[30],[30],,[30],['0.67'],['male'],['male'],,['male'],['0.67'],"['grievous', 'none']","['serious', 'none']",,"['grievous', 'none']","['0.33', '0.67']",1,1,,1,0.67,['car'],['car'],,['car'],['0.67'],[],['dry'],,['dry'],['0.33'],[],[],,[],[],[],['residential_road'],,['residential_road'],['0.33'],St Paul Street,St Paul Street,,St Paul Street,0.67,Naxxar,Naxxar,,Naxxar,0.67
2101,2017-08-20 00:00:00+00:00,,,2017-08-20 00:00:00+00:00,0.33,3,,,3,0.33,2,,,2,0.33,"[48, None]",,,"[48, None]","['0.33', '0.33']","['male', 'male']",,,"['male', 'male']","['0.33', '0.33']","['grievous', 'dead', 'none']",,,"['grievous', 'dead', 'none']","['0.33', '0.33', '0.33']",2,,,2,0.33,"['car', 'car']",,,"['car', 'car']","['0.33', '0.33']",[],,,[],[],[],,,[],[],[],,,[],[],Triq Sir Temi Zammit,,,Triq Sir Temi Zammit,0.33,Mgarr,,,Mgarr,0.33
2157,2025-03-28 10:45:00+00:00,2025-03-28 10:45:00+00:00,,2025-03-28 10:45:00+00:00,0.67,2,2,,2,0.67,1,2,,1,0.33,[32],"[33, 32]",,"[32, 32]","['0.33', '0.33']",['male'],"['male', 'male']",,"['male', 'male']","['0.67', '0.33']","['grievous', 'none']","['grievous', 'none']",,"['grievous', 'none']","['0.67', '0.67']",2,2,,2,0.67,"['truck', 'bicycle']","['bicycle', 'truck']",,"['truck', 'bicycle']","['0.33', '0.33']",[],['dry'],,['dry'],['0.33'],[],[],,[],[],[],['residential_road'],,['residential_road'],['0.33'],Triq tal-Balal,Triq tal-Balal,,Triq tal-Balal,0.67,San Gwann,San Gwann,,San Gwann,0.67
2201,2025-03-26 00:00:00+00:00,,,2025-03-26 00:00:00+00:00,0.33,2,,,2,0.33,1,,,1,0.33,[None],,,[None],['0.33'],['na'],,,['na'],['0.33'],"['none', 'none']",,,"['none', 'none']","['0.33', '0.33']",2,,,2,0.33,"['car', 'motorcycle']",,,"['car', 'motorcycle']","['0.33', '0.33']",[],,,[],[],[],,,[],[],[],,,[],[],Triq Mons Mikel Azzopardi,,,Triq Mons Mikel Azzopardi,0.33,Siggiewi,,,Siggiewi,0.33
2259,2025-03-22 13:30:00+00:00,2025-03-22 13:30:00+00:00,,2025-03-22 13:30:00+00:00,0.67,2,2,,2,0.67,2,2,,2,0.67,"[43, 26]","[43, 26]",,"[43, 26]","['0.67', '0.67']","['female', 'male']","['female', 'male']",,"['female', 'male']","['0.67', '0.67']","['serious', 'none']","['serious', 'none']",,"['serious', 'none']","['0.67', '0.67']",2,2,,2,0.67,"['car', 'truck']","['car', 'truck']",,"['car', 'truck']","['0.67', '0.67']",[],['dry'],,['dry'],['0.33'],[],[],,[],[],[],['residential_road'],,['residential_road'],['0.33'],Triq ir-Rabat,Triq ir-Rabat,,Triq ir-Rabat,0.67,Nadur,Nadur,,Nadur,0.67
2301,2025-03-22 05:45:00+00:00,2025-03-22 05:45:00+00:00,,2025-03-22 05:45:00+00:00,0.67,2,2,,2,0.67,2,2,,2,0.67,"[32, 31]","[32, 31]",,"[32, 31]","['0.67', '0.67']","['male', 'male']","['male', 'male']",,"['male', 'male']","['0.67', '0.67']","['critical', 'none']","['critical', 'none']",,"['critical', 'none']","['0.67', '0.67']",2,2,,2,0.67,"['motorcycle', 'bus']","['motorcycle', 'bus']",,"['motorcycle', 'bus']","['0.67', '0.67']",[],['dry'],,['dry'],['0.33'],[],[],,[],[],[],['highway'],,['highway'],['0.33'],Triq l-Imgarr,Triq l-Imgarr,,Triq l-Imgarr,0.67,Għajnsielem,Ghajnsielem,,Għajnsielem,0.33
2409,2025-03-16 08:00:00+00:00,2025-03-16 08:00:00+00:00,,2025-03-16 08:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[40],[40],[40],[40],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['serious'],['serious'],['grievous'],['serious'],['0.67'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Triq Tul il-Kosta,Triq Tul il-Kosta,Triq Tul il-Kosta,Triq Tul il-Kosta,1,Naxxar,Naxxar,Naxxar,Naxxar,1
2419,2025-03-16 08:00:00+00:00,2025-03-16 08:00:00+00:00,,2025-03-16 08:00:00+00:00,0.67,3,3,,3,0.67,1,1,,1,0.67,[59],[59],,[59],['0.67'],['male'],['male'],,['male'],['0.67'],"['grievous', 'slight', 'none']","['grievous', 'slight', 'none']",,"['grievous', 'slight', 'none']","['0.67', '0.67', '0.67']",1,1,,1,0.67,['car'],['car'],,['car'],['0.67'],[],['dry'],,['dry'],['0.33'],[],[],,[],[],[],['highway'],,['highway'],['0.33'],Vjal il-Helsien,Vjal il-Helsien,,Vjal il-Helsien,0.67,Zebbug,Zebbug,,Zebbug,0.67
2452,2025-03-14 10:00:00+00:00,2025-03-14 10:00:00+00:00,,2025-03-14 10:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[35],[35],[35],[35],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['grievous'],['grievous'],['grievous'],['grievous'],['1.00'],1,1,1,1,1,['truck'],['truck'],['truck'],['truck'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Triq Buqana,Triq Buqana,Triq Buqana,Triq Buqana,1,Rabat,Rabat,Rabat,Rabat,1
2461,2025-03-15 22:30:00+00:00,2025-03-15 22:30:00+00:00,,2025-03-15 22:30:00+00:00,0.67,3,3,3,3,1,2,2,2,2,1,"[34, 39]","[34, 39]","[34, 39]","[34, 39]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '1.00']","['slight', 'none', 'slight']","['slight', 'none', 'slight']","['slight', 'none', 'slight']","['slight', 'none', 'slight']","['1.00', '1.00', '1.00']",2,2,2,2,1,"['car', 'car']","['car', 'car']","['car', 'car']","['car', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Ghajn Dwieli,Triq Ghajn Dwieli,Triq Ghajn Dwieli,Triq Ghajn Dwieli,1,Paola,Paola,Paola,Paola,1
2492,2025-03-13 14:45:00+00:00,2025-03-13 14:45:00+00:00,,2025-03-13 14:45:00+00:00,0.67,6,6,6,6,1,2,2,2,2,1,"[45, 35]","[45, 35]","[45, 35]","[45, 35]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['male', 'na']","['male', 'male']","['1.00', '0.67']","['none', 'grievous', 'slight', 'slight', 'slight', 'slight']","['none', 'grievous', 'slight', 'slight', 'slight', 'slight']","['none', 'grievous', 'slight', 'slight', 'slight', 'slight']","['none', 'grievous', 'slight', 'slight', 'slight', 'slight']","['1.00', '1.00', '1.00', '1.00', '1.00', '1.00']",2,2,2,2,1,"['bus', 'car']","['bus', 'car']","['bus', 'car']","['bus', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq ir-Rabat,Triq ir-Rabat,Triq ir-Rabat,Triq ir-Rabat,1,Zebbug (Gozo),"Zebbug, Gozo","Zebbug, Gozo","Zebbug, Gozo",0.67
2557,2025-03-09 19:30:00+00:00,2025-03-09 19:30:00+00:00,,2025-03-09 19:30:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[56],[56],[56],[56],['1.00'],['female'],['female'],['female'],['female'],['1.00'],['none'],['none'],['none'],['none'],['1.00'],1,1,3,1,0.67,['car'],['car'],"['car', 'car', 'motorcycle']","['car', 'car', 'motorcycle']","['1.00', '0.33', '0.33']",[],['dry'],[],['dry'],['0.33'],['lost_control'],[],[],['lost_control'],['0.33'],[],['residential_road'],[],['residential_road'],['0.33'],Triq San Pawl,Triq San Pawl,Triq San Pawl,Triq San Pawl,1,St Paul's Bay,St Paul's Bay,St Paul's Bay,St Paul's Bay,1
2658,2025-03-03 07:00:00+00:00,2025-03-03 07:00:00+00:00,,2025-03-03 07:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[75],[75],[75],[75],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['serious'],['serious'],['grievous'],['serious'],['0.67'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq l-Imgarr,Triq l-Imgarr,Triq l-Imgarr,Triq l-Imgarr,1,Xewkija,Xewkija,Xewkija,Xewkija,1
2666,2025-03-03 07:00:00+00:00,2025-03-03 07:00:00+00:00,,2025-03-03 07:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[None],[0],[None],[None],['0.67'],['male'],['male'],['male'],['male'],['1.00'],['serious'],['serious'],['grievous'],['serious'],['0.67'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],['dry'],[],['dry'],['0.33'],['lost_control'],[],[],['lost_control'],['0.33'],[],['highway'],[],['highway'],['0.33'],Triq Aldo Moro,Triq Aldo Moro,Triq Aldo Moro,Triq Aldo Moro,1,Marsa,Marsa,Marsa,Marsa,1
2745,2025-02-27 23:00:00+00:00,2025-02-25 23:00:00+00:00,,2025-02-27 23:00:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[None],[23],[23],[23],['0.67'],['na'],['male'],['male'],['male'],['0.67'],['critical'],['grievous'],['grievous'],['grievous'],['0.67'],2,2,2,2,1,"['motorcycle', 'van']","['motorcycle', 'van']","['motorcycle', 'van']","['motorcycle', 'van']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],['hit-and-run'],[],[],['hit-and-run'],['0.33'],[],['residential_road'],[],['residential_road'],['0.33'],Triq il-Kappillan Mifsud,Triq il-Kappillan Mifsud,Triq il-Kappillan Mifsud,Triq il-Kappillan Mifsud,1,Hamrun,Hamrun,Hamrun,Hamrun,1
2792,2025-02-25 00:00:00+00:00,2025-02-25 23:59:00+00:00,,2025-02-25 00:00:00+00:00,0.33,1,3,,1,0.33,1,2,,1,0.33,[None],"[23, 0]",,"[None, 0]","['0.33', '0.33']",['na'],"['male', 'female']",,"['na', 'female']","['0.33', '0.33']",['slight'],"['grievous', 'grievous', 'grievous']",,"['slight', 'grievous', 'grievous']","['0.33', '0.33', '0.33']",2,3,,2,0.33,"['motorcycle', 'car']","['motorcycle', 'car', 'car']",,"['motorcycle', 'car', 'car']","['0.67', '0.67', '0.33']",[],['dry'],,['dry'],['0.33'],['hit-and-run'],[],,['hit-and-run'],['0.33'],[],['residential_road'],,['residential_road'],['0.33'],Triq il-Kappillan Mifsud,Triq il-Kappillan Mifsud,,Triq il-Kappillan Mifsud,0.67,Hamrun,Hamrun,,Hamrun,0.67
2849,2025-02-21 13:30:00+00:00,2025-02-21 13:30:00+00:00,,2025-02-21 13:30:00+00:00,0.67,2,2,,2,0.67,2,2,,2,0.67,"[61, 31]","[61, 31]",,"[61, 31]","['0.67', '0.67']","['male', 'male']","['male', 'male']",,"['male', 'male']","['0.67', '0.67']","['grievous', 'none']","['grievous', 'none']",,"['grievous', 'none']","['0.67', '0.67']",2,2,,2,0.67,"['carriage', 'car']","['van', 'car']",,"['carriage', 'car']","['0.33', '0.67']",[],['dry'],,['dry'],['0.33'],[],[],,[],[],[],['residential_road'],,['residential_road'],['0.33'],Triq Nazzjonali,Triq Nazzjonali,,Triq Nazzjonali,0.67,Floriana,Floriana,,Floriana,0.67
2853,2025-02-21 07:30:00+00:00,2025-02-21 07:30:00+00:00,,2025-02-21 07:30:00+00:00,0.67,2,2,2,2,1,1,1,1,1,1,[80],[80],[80],[80],['1.00'],['male'],['male'],['male'],['male'],['1.00'],"['grievous', 'grievous']","['grievous', 'grievous']","['grievous', 'grievous']","['grievous', 'grievous']","['1.00', '1.00']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],['dry'],[],['dry'],['0.33'],['lost_control'],[],[],['lost_control'],['0.33'],[],['residential_road'],[],['residential_road'],['0.33'],Triq il-Bacir,Triq il-Bacir,Triq il-Bacir,Triq il-Bacir,1,Paola,Paola,Paola,Paola,1
2872,2025-02-20 18:00:00+00:00,2025-02-20 18:00:00+00:00,2025-02-20 18:00:00+00:00,2025-02-20 18:00:00+00:00,1,2,2,2,2,1,2,2,2,2,1,"[45, 32]","[45, 32]","[45, 32]","[45, 32]","['1.00', '1.00']","['male', 'female']","['male', 'female']","['male', 'female']","['male', 'female']","['1.00', '1.00']","['grievous', 'none']","['grievous', 'none']","['grievous', '']","['grievous', 'none']","['1.00', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Hompesch,Triq Hompesch,Triq Hompesch,Triq Hompesch,1,Fgura,Fgura,Fgura,Fgura,1
2940,2025-02-17 13:00:00+00:00,2025-02-17 13:00:00+00:00,2025-02-17 13:00:00+00:00,2025-02-17 13:00:00+00:00,1,4,4,4,4,1,2,2,2,2,1,"[30, 44]","[30, 44]","[None, 44]","[30, 44]","['0.67', '1.00']","['male', 'male']","['male', 'male']","['na', 'na']","['male', 'male']","['0.67', '0.67']","['slight', 'slight', 'slight', 'slight']","['slight', 'slight', 'slight', 'slight']","['', '', '', '']","['slight', 'slight', 'slight', 'slight']","['0.67', '0.67', '0.67', '0.67']",2,2,2,2,1,"['car', 'truck']","['car', 'truck']","['car', 'truck']","['car', 'truck']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Hal Far road,Hal Far road,Hal Far road,Hal Far road,1,near Malta International Airport,Hal Far,,near Malta International Airport,0.33
2974,2025-02-16 11:00:00+00:00,2025-02-16 11:00:00+00:00,2025-02-16 11:00:00+00:00,2025-02-16 11:00:00+00:00,1,2,2,2,2,1,1,2,2,2,0.67,[55],"[50, 55]","[50, 55]","[50, 55]","['0.67', '0.67']",['na'],"['male', 'male']","['na', 'na']","['na', 'male']","['0.67', '0.33']","['grievous', 'none']","['grievous', 'none']","['grievous', '']","['grievous', 'none']","['1.00', '0.67']",2,2,2,2,1,"['bicycle', 'car']","['bicycle', 'car']","['bicycle', 'car']","['bicycle', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq il-Kilpa,Triq il-Kilpa,Triq il-Kilpa,Triq il-Kilpa,1,Siggiewi,Siggiewi,Siġġiewi,Siggiewi,0.67
3001,2025-02-15 00:00:00+00:00,2025-02-15 00:00:00+00:00,2025-02-15 00:00:00+00:00,2025-02-15 00:00:00+00:00,1,2,2,2,2,1,2,2,2,2,1,"[39, 42]","[39, 42]","[39, 42]","[39, 42]","['1.00', '1.00']","['male', 'female']","['male', 'female']","['male', 'female']","['male', 'female']","['1.00', '1.00']","['grievous', 'none']","['grievous', 'none']","['grievous', '']","['grievous', 'none']","['1.00', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq il-Wied,Triq il-Wied,Triq il-Wied,Triq il-Wied,1,Iklin,Iklin,Iklin,Iklin,1
3090,2025-02-10 21:00:00+00:00,2025-02-10 21:00:00+00:00,,2025-02-10 21:00:00+00:00,0.67,2,2,,2,0.67,1,1,,1,0.67,[24],[24],,[24],['0.67'],['male'],['male'],,['male'],['0.67'],"['dead', 'slight']","['dead', 'grievous']",,"['dead', 'slight']","['0.67', '0.33']",1,1,,1,0.67,['car'],['car'],,['car'],['0.67'],[],['dry'],,['dry'],['0.33'],"['illegal_race', 'speeding']",['speeding'],,"['illegal_race', 'speeding']","['0.33', '0.67']",['tunnel'],['tunnel'],,['tunnel'],['0.67'],Kirkop tunnels,,,Kirkop tunnels,0.33,Kirkop,Kirkop,,Kirkop,0.67
3095,2025-02-10 21:00:00+00:00,2025-02-10 21:00:00+00:00,2025-02-10 21:00:00+00:00,2025-02-10 21:00:00+00:00,1,2,2,2,2,1,1,1,1,1,1,[24],[24],[24],[24],['1.00'],['male'],['male'],['male'],['male'],['1.00'],"['dead', 'slight']","['dead', 'grievous']","['dead', '']","['dead', 'slight']","['1.00', '0.33']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],['tunnel'],['tunnel'],['tunnel'],['tunnel'],['1.00'],Kirkop tunnels,,Kirkop tunnels,Kirkop tunnels,0.67,Kirkop,Kirkop,Kirkop,Kirkop,1
3100,2025-02-09 21:00:00+00:00,2025-02-09 21:00:00+00:00,2025-02-09 21:00:00+00:00,2025-02-09 21:00:00+00:00,1,2,2,2,2,1,1,1,1,1,1,[25],[25],[25],[25],['1.00'],['male'],['male'],['na'],['male'],['0.67'],"['grievous', 'grievous']","['grievous', 'grievous']","['grievous', 'grievous']","['grievous', 'grievous']","['1.00', '1.00']",1,1,1,1,1,['van'],['van'],['van'],['van'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Triq ir-Rabat,Triq ir-Rabat,Triq-ir-Rabat,Triq ir-Rabat,0.67,Marsalforn (Gozo),"Marsalforn, Gozo",Gozo,Marsalforn (Gozo),0.33
3169,2025-02-06 08:00:00+00:00,2025-02-06 08:00:00+00:00,2025-02-06 08:00:00+00:00,2025-02-06 08:00:00+00:00,1,2,2,2,2,1,2,2,2,2,1,"[35, 26]","[35, 26]","[35, 26]","[35, 26]","['1.00', '1.00']","['male', 'female']","['male', 'female']","['male', 'female']","['male', 'female']","['1.00', '1.00']","['slight', 'none']","['slight', 'none']","['', '']","['slight', 'none']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Labour Avenue,Labour Avenue,Labour Avenue,Labour Avenue,1,Naxxar,Naxxar,Naxxar,Naxxar,1
3197,,2025-02-04 11:30:00+00:00,2025-02-04 11:30:00+00:00,2025-02-04 11:30:00+00:00,0.67,2,3,3,3,0.67,2,2,2,2,1,"[58, 66]","[58, 66]","[58, 66]","[58, 66]","['1.00', '1.00']","['female', 'male']","['female', 'male']","['female', 'male']","['female', 'male']","['1.00', '1.00']","['grievous', 'grievous']","['serious', 'serious', 'serious']","['', 'grievous', 'grievous']","['grievous', 'grievous', 'serious']","['0.33', '0.67', '0.33']",2,2,2,2,1,"['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq Alfredo Cachia Zammit,Triq Alfredo Cachia Zammit,Triq Alfredo Cachia Zammit,Triq Alfredo Cachia Zammit,1,Żejtun,Zejtun,Żejtun,Żejtun,0.67
3206,,2025-02-05 09:00:00+00:00,2025-02-05 09:00:00+00:00,2025-02-05 09:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[52],[52],[52],[52],['1.00'],['male'],['male'],['na'],['male'],['0.67'],['grievous'],['grievous'],['grievous'],['grievous'],['1.00'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Vjal l-Istadium Nazzjonali,Vjal l-Istadium Nazzjonali,Vjal l-Istadium Nazzjonali,Vjal l-Istadium Nazzjonali,1,Ta' Qali,Ta' Qali,Ta' Qali,Ta' Qali,1
3220,,2023-10-28 00:00:00+00:00,,2023-10-28 00:00:00+00:00,0.33,1,2,,1,0.33,1,1,,1,0.67,[44],[44],,[44],['0.67'],['na'],['male'],,['na'],['0.33'],['dead'],"['dead', 'none']",,"['dead', 'none']","['0.67', '0.33']",1,2,,1,0.33,['car'],"['car', 'pedestrian']",,"['car', 'pedestrian']","['0.67', '0.33']",[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],['tunnel'],['tunnel'],,['tunnel'],['0.67'],Regional Road tunnels,Regional Road,,Regional Road tunnels,0.33,St Julian's,St Julian's,,St Julian's,0.67
